ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,COUNTRY,PRODUCTLINE,CUSTOMERNAME,REVENUE_PER_UNIT,ORDER_SIZE
10383,28,58.58,7,1640.24,2005-02-22,Shipped,1,2,2005,Spain,Vintage Cars,Euro Shopping Channel,58.58,416
10396,45,100.0,5,4739.4,2005-03-23,Shipped,1,3,2005,Usa,Vintage Cars,Mini Gifts Distributors Ltd.,105.32,287
10414,16,75.48,11,1207.68,2005-05-06,On Hold,2,5,2005,Usa,Vintage Cars,Gifts4Allages.Com,75.48,506
10103,36,100.0,5,4228.2,2003-01-29,Shipped,1,1,2003,Norway,Trucks And Buses,Baane Mini Imports,117.44999999999999,541
10114,41,100.0,9,4815.45,2003-04-01,Shipped,2,4,2003,France,Trucks And Buses,"La Corne D'Abondance, Co.",117.44999999999999,351
10126,50,100.0,5,7083.0,2003-05-28,Shipped,2,5,2003,Spain,Trucks And Buses,"Corrida Auto Replicas, Ltd",141.66,617
10140,40,100.0,5,4601.2,2003-07-24,Shipped,3,7,2003,Usa,Trucks And Buses,Technics Stores Inc.,115.03,385
10150,49,100.0,2,6467.02,2003-09-19,Shipped,3,9,2003,Singapore,Trucks And Buses,"Dragon Souveniers, Ltd.",131.98000000000002,380
10164,45,100.0,3,5012.55,2003-10-21,Resolved,4,10,2003,Austria,Trucks And Buses,Mini Auto Werke,111.39,288
10175,47,100.0,10,5121.59,2003-11-06,Shipped,4,11,2003,Uk,Trucks And Buses,"Stylish Desk Decors, Co.",108.97,432
10183,21,100.0,2,2441.04,2003-11-13,Shipped,4,11,2003,Usa,Trucks And Buses,"Classic Gift Ideas, Inc",116.24,391
10194,32,100.0,5,4262.08,2003-11-25,Shipped,4,11,2003,France,Trucks And Buses,"Saveley & Henriot, Co.",133.19,396
10207,47,100.0,16,6658.02,2003-12-09,Shipped,4,12,2003,Usa,Trucks And Buses,Diecast Collectables,141.66,615
10217,38,100.0,5,4509.08,2004-02-04,Shipped,1,2,2004,Singapore,Trucks And Buses,Handji Gifts& Co,118.66,240
10229,41,100.0,10,4716.23,2004-03-11,Shipped,1,3,2004,Usa,Trucks And Buses,Mini Gifts Distributors Ltd.,115.02999999999999,476
10245,21,100.0,3,2390.22,2004-05-04,Shipped,2,5,2004,Usa,Trucks And Buses,Super Scale Inc.,113.82,320
10259,41,100.0,13,4666.62,2004-06-15,Shipped,2,6,2004,Singapore,Trucks And Buses,Handji Gifts& Co,113.82,454
10270,38,100.0,3,5383.08,2004-07-19,Shipped,3,7,2004,Australia,Trucks And Buses,Souveniers And Things Co.,141.66,374
10281,25,99.29,10,2482.25,2004-08-19,Shipped,3,8,2004,Usa,Trucks And Buses,Diecast Classics Inc.,99.29,449
10291,48,100.0,5,5288.64,2004-09-08,Shipped,3,9,2004,Sweden,Trucks And Buses,Scandinavian Gift Ideas,110.18,493
10305,22,99.29,14,2184.38,2004-10-13,Shipped,4,10,2004,Usa,Trucks And Buses,Marta'S Replicas Co.,99.29,502
10313,28,100.0,8,2881.76,2004-10-22,Shipped,4,10,2004,Canada,Trucks And Buses,Canadian Gift Exchange Network,102.92,348
10323,47,100.0,1,6203.06,2004-11-05,Shipped,4,11,2004,Germany,Trucks And Buses,"Blauer See Auto, Co.",131.98000000000002,80
10334,49,100.0,4,6763.47,2004-11-19,On Hold,4,11,2004,Sweden,Trucks And Buses,"Volvo Model Replicas, Co",138.03,217
10347,45,100.0,4,5884.65,2004-11-29,Shipped,4,11,2004,Australia,Trucks And Buses,"Australian Collectors, Co.",130.76999999999998,418
10357,28,100.0,2,3559.64,2004-12-10,Shipped,4,12,2004,Usa,Trucks And Buses,Mini Gifts Distributors Ltd.,127.13,391
10370,29,57.53,6,1668.37,2005-01-20,Shipped,1,1,2005,Australia,Trucks And Buses,"Anna'S Decorations, Ltd",57.529999999999994,256
10382,39,100.0,1,4890.6,2005-02-17,Shipped,1,2,2005,Usa,Trucks And Buses,Mini Gifts Distributors Ltd.,125.4,451
10411,46,100.0,3,5235.72,2005-05-01,Shipped,2,5,2005,Canada,Trucks And Buses,Quebec Home Shopping Network,113.82000000000001,285
10425,38,100.0,13,4325.16,2005-05-31,In Process,2,5,2005,France,Trucks And Buses,La Rochelle Gifts,113.82,427
10103,41,47.29,9,1938.89,2003-01-29,Shipped,1,1,2003,Norway,Vintage Cars,Baane Mini Imports,47.29,541
10113,50,49.81,3,2490.5,2003-03-26,Shipped,1,3,2003,Usa,Vintage Cars,Mini Gifts Distributors Ltd.,49.81,143
10126,43,53.83,9,2314.69,2003-05-28,Shipped,2,5,2003,Spain,Vintage Cars,"Corrida Auto Replicas, Ltd",53.83,617
10140,29,43.27,9,1254.83,2003-07-24,Shipped,3,7,2003,Usa,Vintage Cars,Technics Stores Inc.,43.269999999999996,385
10150,30,42.76,6,1282.8,2003-09-19,Shipped,3,9,2003,Singapore,Vintage Cars,"Dragon Souveniers, Ltd.",42.76,380
10164,25,53.83,7,1345.75,2003-10-21,Resolved,4,10,2003,Austria,Vintage Cars,Mini Auto Werke,53.83,288
10174,49,44.78,2,2194.22,2003-11-06,Shipped,4,11,2003,Australia,Vintage Cars,"Australian Gift Network, Co",44.779999999999994,220
10183,40,49.3,6,1972.0,2003-11-13,Shipped,4,11,2003,Usa,Vintage Cars,"Classic Gift Ideas, Inc",49.3,391
10194,41,44.78,9,1835.98,2003-11-25,Shipped,4,11,2003,France,Vintage Cars,"Saveley & Henriot, Co.",44.78,396
10206,21,53.33,4,1119.93,2003-12-05,Shipped,4,12,2003,Canada,Vintage Cars,Canadian Gift Exchange Network,53.330000000000005,355
10215,46,45.28,1,2082.88,2004-01-29,Shipped,1,1,2004,Usa,Vintage Cars,West Coast Collectables Co.,45.28,396
10229,39,40.25,14,1569.75,2004-03-11,Shipped,1,3,2004,Usa,Vintage Cars,Mini Gifts Distributors Ltd.,40.25,476
10245,45,59.87,7,2694.15,2004-05-04,Shipped,2,5,2004,Usa,Vintage Cars,Super Scale Inc.,59.870000000000005,320
10258,21,59.87,4,1257.27,2004-06-15,Shipped,2,6,2004,Japan,Vintage Cars,"Tokyo Collectables, Ltd",59.87,200
10270,44,58.36,7,2567.84,2004-07-19,Shipped,3,7,2004,Australia,Vintage Cars,Souveniers And Things Co.,58.36000000000001,374
10281,44,59.87,14,2634.28,2004-08-19,Shipped,3,8,2004,Usa,Vintage Cars,Diecast Classics Inc.,59.870000000000005,449
10291,29,51.82,9,1502.78,2004-09-08,Shipped,3,9,2004,Sweden,Vintage Cars,Scandinavian Gift Ideas,51.82,493
10304,34,49.3,4,1676.2,2004-10-11,Shipped,4,10,2004,France,Vintage Cars,Auto Assoc. & Cie.,49.300000000000004,594
10312,39,56.85,1,2217.15,2004-10-21,Shipped,4,10,2004,Usa,Vintage Cars,Mini Gifts Distributors Ltd.,56.85,601
10324,38,100.0,6,6832.02,2004-11-05,Shipped,4,11,2004,Usa,Vintage Cars,Vitachrome Inc.,179.79000000000002,468
10333,24,79.86,8,1916.64,2004-11-18,Shipped,4,11,2004,Usa,Vintage Cars,Mini Wheels Co.,79.86,261
10348,29,100.0,6,7110.8,2004-11-01,Shipped,4,11,2004,Spain,Vintage Cars,"Corrida Auto Replicas, Ltd",245.20000000000002,305
10358,30,100.0,8,5302.8,2004-12-10,Shipped,4,12,2004,Spain,Vintage Cars,Euro Shopping Channel,176.76000000000002,484
10370,20,100.0,2,2730.0,2005-01-20,Shipped,1,1,2005,Australia,Vintage Cars,"Anna'S Decorations, Ltd",136.5,256
10382,39,100.0,2,7827.3,2005-02-17,Shipped,1,2,2005,Usa,Vintage Cars,Mini Gifts Distributors Ltd.,200.70000000000002,451
10411,35,59.87,7,2095.45,2005-05-01,Shipped,2,5,2005,Canada,Vintage Cars,Quebec Home Shopping Network,59.87,285
10424,26,59.87,4,1556.62,2005-05-31,In Process,2,5,2005,Spain,Vintage Cars,Euro Shopping Channel,59.87,269
10108,44,100.0,11,5565.12,2003-03-03,Shipped,1,3,2003,Philippines,Classic Cars,Cruz & Sons Co.,126.48,561
10122,28,100.0,15,3583.16,2003-05-08,Shipped,2,5,2003,France,Classic Cars,Marseille Mini Autos,127.97,545
10135,31,100.0,12,4705.18,2003-07-02,Shipped,3,7,2003,Usa,Classic Cars,Mini Gifts Distributors Ltd.,151.78,607
10146,29,100.0,1,4444.54,2003-09-03,Shipped,3,9,2003,Usa,Classic Cars,Gift Ideas Corp.,153.26,76
10159,32,100.0,7,4618.88,2003-10-10,Shipped,4,10,2003,Usa,Classic Cars,Corporate Gift Ideas Co.,144.34,585
10169,33,100.0,7,4910.4,2003-11-04,Shipped,4,11,2003,Australia,Classic Cars,"Anna'S Decorations, Ltd",148.79999999999998,444
10180,44,100.0,2,5565.12,2003-11-11,Shipped,4,11,2003,France,Classic Cars,Daedalus Designs Imports,126.48,458
10191,32,100.0,8,4237.76,2003-11-20,Shipped,4,11,2003,Germany,Classic Cars,"Toms Spezialitten, Ltd",132.43,317
10211,41,100.0,7,5673.58,2004-01-15,Shipped,1,1,2004,France,Classic Cars,Auto Canal Petit,138.38,530
10225,35,100.0,14,5260.15,2004-02-22,Shipped,1,2,2004,Switzerland,Classic Cars,"Vida Sport, Ltd",150.29,483
10238,44,100.0,8,6350.96,2004-04-09,Shipped,2,4,2004,Denmark,Classic Cars,Danish Wholesale Imports,144.34,280
10252,26,100.0,4,3559.4,2004-05-26,Shipped,2,5,2004,France,Classic Cars,Auto Canal Petit,136.9,312
10264,20,100.0,2,2410.6,2004-06-30,Shipped,2,6,2004,Usa,Classic Cars,Gifts4Allages.Com,120.53,253
10276,48,100.0,8,5713.92,2004-08-02,Shipped,3,8,2004,Usa,Classic Cars,Online Mini Collectables,119.04,527
10287,34,100.0,17,4300.32,2004-08-30,Shipped,3,8,2004,Switzerland,Classic Cars,"Vida Sport, Ltd",126.47999999999999,595
10299,49,100.0,2,7947.31,2004-09-30,Shipped,3,9,2004,Finland,Classic Cars,"Toys Of Finland, Co.",162.19,382
10310,40,100.0,15,5356.8,2004-10-16,Shipped,4,10,2004,Germany,Classic Cars,"Toms Spezialitten, Ltd",133.92000000000002,619
10319,45,100.0,3,7901.1,2004-11-03,Shipped,4,11,2004,Usa,Classic Cars,Microscale Inc.,175.58,335
10330,50,100.0,4,6101.0,2004-11-16,Shipped,4,11,2004,Philippines,Classic Cars,Cruz & Sons Co.,122.02,158
10342,38,100.0,11,6276.46,2004-11-24,Shipped,4,11,2004,Australia,Classic Cars,"Australian Collectors, Co.",165.17,420
10355,25,100.0,2,4203.5,2004-12-07,Shipped,4,12,2004,Spain,Classic Cars,Euro Shopping Channel,168.14,338
10363,28,58.18,13,1629.04,2005-01-06,Shipped,1,1,2005,Finland,Classic Cars,Suominen Souveniers,58.18,508
10378,49,67.14,8,3289.86,2005-02-10,Shipped,1,2,2005,Spain,Classic Cars,Euro Shopping Channel,67.14,377
10390,49,100.0,3,6862.94,2005-03-04,Shipped,1,3,2005,Usa,Classic Cars,Mini Gifts Distributors Ltd.,140.06,603
10110,42,61.29,9,2574.18,2003-03-18,Shipped,1,3,2003,Uk,Classic Cars,"Av Stores, Co.",61.29,570
10124,23,57.73,8,1327.79,2003-05-21,Shipped,2,5,2003,Usa,Classic Cars,Signal Gift Stores,57.73,448
10148,29,81.25,2,2356.25,2003-09-11,Shipped,3,9,2003,Australia,Classic Cars,"Anna'S Decorations, Ltd",81.25,430
10161,25,80.54,1,2013.5,2003-10-17,Shipped,4,10,2003,Denmark,Classic Cars,Heintze Collectables,80.54,358
10173,39,71.98,15,2807.22,2003-11-05,Shipped,4,11,2003,Italy,Classic Cars,Rovelli Gifts,71.97999999999999,480
10182,44,69.84,12,3072.96,2003-11-12,Shipped,4,11,2003,Usa,Classic Cars,Mini Gifts Distributors Ltd.,69.84,571
10193,25,76.26,16,1906.5,2003-11-21,Shipped,4,11,2003,Australia,Classic Cars,"Australian Collectables, Ltd",76.26,447
10204,45,76.26,6,3431.7,2003-12-02,Shipped,4,12,2003,Usa,Classic Cars,Muscle Machine Inc,76.25999999999999,619
10213,25,83.39,2,2084.75,2004-01-22,Shipped,1,1,2004,Uk,Classic Cars,"Double Decker Gift Stores, Ltd",83.39,90
10227,37,57.73,12,2136.01,2004-03-02,Shipped,1,3,2004,France,Classic Cars,"Saveley & Henriot, Co.",57.730000000000004,502
10241,30,66.99,4,2009.7,2004-04-13,Shipped,2,4,2004,France,Classic Cars,Mini Caravy,66.99,382
10267,36,75.55,1,2719.8,2004-07-07,Shipped,3,7,2004,Usa,Classic Cars,Muscle Machine Inc,75.55000000000001,244
10279,26,60.58,1,1575.08,2004-08-09,Shipped,3,8,2004,Spain,Classic Cars,Euro Shopping Channel,60.58,236
10288,23,73.41,7,1688.43,2004-09-01,Shipped,3,9,2004,Singapore,Classic Cars,Handji Gifts& Co,73.41,475
10302,23,72.7,3,1672.1,2003-10-06,Shipped,4,10,2003,Uk,Classic Cars,"Uk Collectables, Ltd.",72.7,246
10311,25,66.99,2,1674.75,2004-10-16,Shipped,4,10,2004,Spain,Classic Cars,Euro Shopping Channel,66.99,383
10332,21,100.0,3,3472.98,2004-11-17,Shipped,4,11,2004,Uk,Classic Cars,"Av Stores, Co.",165.38,621
10344,26,63.43,5,1649.18,2004-11-25,Shipped,4,11,2004,France,Classic Cars,Marseille Mini Autos,63.43,211
10367,44,85.25,9,3751.0,2005-01-12,Resolved,1,1,2005,Usa,Classic Cars,Toys4Grownups.Com,85.25,469
10380,24,100.0,2,4536.0,2005-02-16,Shipped,1,2,2005,Spain,Classic Cars,Euro Shopping Channel,189.0,438
10407,66,66.99,4,4421.34,2005-04-22,On Hold,2,4,2005,Usa,Classic Cars,The Sharp Gifts Warehouse,66.99000000000001,571
10420,36,57.73,7,2078.28,2005-05-29,In Process,2,5,2005,Australia,Classic Cars,Souveniers And Things Co.,57.730000000000004,532
10110,36,85.25,13,3069.0,2003-03-18,Shipped,1,3,2003,Uk,Classic Cars,"Av Stores, Co.",85.25,570
10124,22,77.9,12,1713.8,2003-05-21,Shipped,2,5,2003,Usa,Classic Cars,Signal Gift Stores,77.89999999999999,448
10148,25,60.26,6,1506.5,2003-09-11,Shipped,3,9,2003,Australia,Classic Cars,"Anna'S Decorations, Ltd",60.26,430
10161,37,72.76,5,2692.12,2003-10-17,Shipped,4,10,2003,Denmark,Classic Cars,Heintze Collectables,72.75999999999999,358
10172,32,75.69,3,2422.08,2003-11-05,Shipped,4,11,2003,Usa,Classic Cars,Gift Depot Inc.,75.69,263
10182,47,74.22,16,3488.34,2003-11-12,Shipped,4,11,2003,Usa,Classic Cars,Mini Gifts Distributors Ltd.,74.22,571
10192,37,69.82,4,2583.34,2003-11-20,Shipped,4,11,2003,Usa,Classic Cars,Online Diecast Creations Co.,69.82000000000001,585
10204,20,62.47,10,1249.4,2003-12-02,Shipped,4,12,2003,Usa,Classic Cars,Muscle Machine Inc,62.470000000000006,619
10212,41,82.31,3,3374.71,2004-01-16,Shipped,1,1,2004,Spain,Classic Cars,Euro Shopping Channel,82.31,612
10226,21,60.26,1,1265.46,2004-02-26,Shipped,1,2,2004,Usa,Classic Cars,Collectable Mini Designs Co.,60.260000000000005,237
10241,22,76.43,8,1681.46,2004-04-13,Shipped,2,4,2004,France,Classic Cars,Mini Caravy,76.43,382
10267,40,80.1,5,3204.0,2004-07-07,Shipped,3,7,2004,Usa,Classic Cars,Muscle Machine Inc,80.1,244
10279,32,74.96,5,2398.72,2004-08-09,Shipped,3,8,2004,Spain,Classic Cars,Euro Shopping Channel,74.96,236
10288,36,66.14,11,2381.04,2004-09-01,Shipped,3,9,2004,Singapore,Classic Cars,Handji Gifts& Co,66.14,475
10301,27,72.02,1,1944.54,2003-10-05,Shipped,4,10,2003,Norway,Classic Cars,"Norway Gifts By Mail, Co.",72.02,369
10311,26,87.45,6,2273.7,2004-10-16,Shipped,4,10,2004,Spain,Classic Cars,Euro Shopping Channel,87.44999999999999,383
10321,30,70.55,3,2116.5,2004-11-04,Shipped,4,11,2004,Usa,Classic Cars,Fungiftideas.Com,70.55,490
10332,23,56.84,4,1307.32,2004-11-17,Shipped,4,11,2004,Uk,Classic Cars,"Av Stores, Co.",56.839999999999996,621
10344,29,59.53,7,1726.37,2004-11-25,Shipped,4,11,2004,France,Classic Cars,Marseille Mini Autos,59.529999999999994,211
10367,21,60.37,10,1267.77,2005-01-12,Resolved,1,1,2005,Usa,Classic Cars,Toys4Grownups.Com,60.37,469
10380,34,100.0,3,3441.82,2005-02-16,Shipped,1,2,2005,Spain,Classic Cars,Euro Shopping Channel,101.23,438
10407,26,76.43,8,1987.18,2005-04-22,On Hold,2,4,2005,Usa,Classic Cars,The Sharp Gifts Warehouse,76.43,571
10420,60,64.67,11,3880.2,2005-05-29,In Process,2,5,2005,Australia,Classic Cars,Souveniers And Things Co.,64.67,532
10104,35,55.49,6,1942.15,2003-01-31,Shipped,1,1,2003,Spain,Classic Cars,Euro Shopping Channel,55.49,443
10115,47,69.36,2,3259.92,2003-04-04,Shipped,2,4,2003,Usa,Classic Cars,Classic Legends Inc.,69.36,210
10127,20,60.69,8,1213.8,2003-06-03,Shipped,2,6,2003,Usa,Classic Cars,Muscle Machine Inc,60.69,540
10141,20,54.33,2,1086.6,2003-08-01,Shipped,3,8,2003,Finland,Classic Cars,Suominen Souveniers,54.33,290
10152,25,65.31,4,1632.75,2003-09-25,Shipped,3,9,2003,Australia,Classic Cars,"Australian Gift Network, Co",65.31,116
10165,25,69.36,9,1734.0,2003-10-22,Shipped,4,10,2003,Singapore,Classic Cars,"Dragon Souveniers, Ltd.",69.36,670
10176,27,68.78,8,1857.06,2003-11-06,Shipped,4,11,2003,Italy,Classic Cars,L'Ordine Souveniers,68.78,325
10184,31,60.11,3,1863.41,2003-11-14,Shipped,4,11,2003,Spain,Classic Cars,"Iberia Gift Imports, Corp.",60.11,519
10195,44,66.47,3,2924.68,2003-11-25,Shipped,4,11,2003,Usa,Classic Cars,Mini Classics,66.47,385
10207,49,46.82,4,2294.18,2003-12-09,Shipped,4,12,2003,Usa,Classic Cars,Diecast Collectables,46.81999999999999,615
10220,26,56.07,8,1457.82,2004-02-12,Shipped,1,2,2004,Ireland,Classic Cars,"Clover Collections, Co.",56.07,289
10230,36,54.33,6,1955.88,2004-03-15,Shipped,1,3,2004,Germany,Classic Cars,"Blauer See Auto, Co.",54.330000000000005,338
10246,44,52.6,2,2314.4,2004-05-05,Shipped,2,5,2004,Spain,Classic Cars,Euro Shopping Channel,52.6,399
10259,28,46.82,1,1310.96,2004-06-15,Shipped,2,6,2004,Singapore,Classic Cars,Handji Gifts& Co,46.82,454
10271,45,64.74,2,2913.3,2004-07-20,Shipped,3,7,2004,Usa,Classic Cars,Mini Gifts Distributors Ltd.,64.74000000000001,393
10282,29,46.82,11,1357.78,2004-08-20,Shipped,3,8,2004,Usa,Classic Cars,Mini Gifts Distributors Ltd.,46.82,447
10292,40,53.75,5,2150.0,2004-09-08,Shipped,3,9,2004,Usa,Classic Cars,Land Of Toys Inc.,53.75,416
10305,45,61.85,2,2783.25,2004-10-13,Shipped,4,10,2004,Usa,Classic Cars,Marta'S Replicas Co.,61.85,502
10314,44,53.18,11,2339.92,2004-10-22,Shipped,4,10,2004,Denmark,Classic Cars,Heintze Collectables,53.18,524
10324,25,69.16,14,1729.0,2004-11-05,Shipped,4,11,2004,Usa,Classic Cars,Vitachrome Inc.,69.16,468
10336,45,100.0,4,5972.4,2004-11-20,Shipped,4,11,2004,France,Classic Cars,"La Corne D'Abondance, Co.",132.72,447
10349,48,47.4,4,2275.2,2004-12-01,Shipped,4,12,2004,Usa,Classic Cars,Muscle Machine Inc,47.4,372
10358,44,60.76,14,2673.44,2004-12-10,Shipped,4,12,2004,Spain,Classic Cars,Euro Shopping Channel,60.76,484
10371,25,97.27,12,2431.75,2005-01-23,Shipped,1,1,2005,Usa,Classic Cars,Mini Gifts Distributors Ltd.,97.27,382
10383,22,91.76,2,2018.72,2005-02-22,Shipped,1,2,2005,Spain,Classic Cars,Euro Shopping Channel,91.76,416
10394,31,50.29,2,1558.99,2005-03-15,Shipped,1,3,2005,Spain,Classic Cars,Euro Shopping Channel,50.29,239
10412,21,52.6,2,1104.6,2005-05-03,Shipped,2,5,2005,Spain,Classic Cars,Euro Shopping Channel,52.599999999999994,455
10425,55,46.82,1,2575.1,2005-05-31,In Process,2,5,2005,France,Classic Cars,La Rochelle Gifts,46.82,427
10107,25,100.0,3,2845.75,2003-02-24,Shipped,1,2,2003,Usa,Motorcycles,Land Of Toys Inc.,113.83,229
10120,35,98.05,1,3431.75,2003-04-29,Shipped,2,4,2003,Australia,Motorcycles,"Australian Collectors, Co.",98.05,525
10134,35,93.54,3,3273.9,2003-07-01,Shipped,3,7,2003,France,Motorcycles,Lyon Souveniers,93.54,227
10145,43,95.8,7,4119.4,2003-08-25,Shipped,3,8,2003,Usa,Motorcycles,Toys4Grownups.Com,95.8,563
10159,44,100.0,15,5355.68,2003-10-10,Shipped,4,10,2003,Usa,Motorcycles,Corporate Gift Ideas Co.,121.72000000000001,585
10168,50,100.0,2,5747.5,2003-10-28,Shipped,4,10,2003,Usa,Motorcycles,Technics Stores Inc.,114.95,642
10180,48,100.0,10,5355.36,2003-11-11,Shipped,4,11,2003,France,Motorcycles,Daedalus Designs Imports,111.57,458
10188,25,100.0,2,2535.75,2003-11-18,Shipped,4,11,2003,Norway,Motorcycles,Herkku Gifts,101.43,301
10201,39,100.0,3,4351.23,2003-12-01,Shipped,4,12,2003,Usa,Motorcycles,Mini Wheels Co.,111.57,214
10211,25,90.16,15,2254.0,2004-01-15,Shipped,1,1,2004,France,Motorcycles,Auto Canal Petit,90.16,530
10223,32,91.29,2,2921.28,2004-02-20,Shipped,1,2,2004,Australia,Motorcycles,"Australian Collectors, Co.",91.29,497
10237,20,100.0,8,2299.0,2004-04-05,Shipped,2,4,2004,Usa,Motorcycles,Vitachrome Inc.,114.95,239
10251,26,100.0,3,2637.18,2004-05-18,Shipped,2,5,2004,Usa,Motorcycles,Tekni Collectables Inc.,101.42999999999999,216
10263,42,100.0,3,4307.52,2004-06-28,Shipped,2,6,2004,Usa,Motorcycles,Gift Depot Inc.,102.56000000000002,411
10275,21,100.0,2,2153.76,2004-07-23,Shipped,3,7,2004,France,Motorcycles,La Rochelle Gifts,102.56000000000002,601
10285,34,100.0,7,3716.88,2004-08-27,Shipped,3,8,2004,Usa,Motorcycles,Marta'S Replicas Co.,109.32000000000001,474
10299,47,100.0,10,5455.76,2004-09-30,Shipped,3,9,2004,Finland,Motorcycles,"Toys Of Finland, Co.",116.08,382
10309,21,100.0,6,2650.62,2004-10-15,Shipped,4,10,2004,Norway,Motorcycles,Baane Mini Imports,126.22,190
10318,48,100.0,2,6437.28,2004-11-02,Shipped,4,11,2004,Usa,Motorcycles,Diecast Classics Inc.,134.10999999999999,372
10329,30,87.78,7,2633.4,2004-11-15,Shipped,4,11,2004,Usa,Motorcycles,Land Of Toys Inc.,87.78,532
10339,27,84.39,10,2278.53,2004-11-23,Shipped,4,11,2004,Japan,Motorcycles,"Tokyo Collectables, Ltd",84.39,614
10362,50,96.92,2,4846.0,2005-01-05,Shipped,1,1,2005,Usa,Motorcycles,Technics Stores Inc.,96.92,117
10374,38,100.0,6,4197.1,2005-02-02,Shipped,1,2,2005,Australia,Motorcycles,"Australian Gift Network, Co",110.45,209
10389,45,100.0,1,4597.65,2005-03-03,Shipped,1,3,2005,Sweden,Motorcycles,Scandinavian Gift Ideas,102.16999999999999,316
10403,46,100.0,8,5287.7,2005-04-08,Shipped,2,4,2005,Uk,Motorcycles,"Uk Collectables, Ltd.",114.95,371
10417,35,100.0,3,3550.05,2005-05-13,Disputed,2,5,2005,Spain,Motorcycles,Euro Shopping Channel,101.43,259
10110,29,59.37,15,1721.73,2003-03-18,Shipped,1,3,2003,Uk,Classic Cars,"Av Stores, Co.",59.37,570
10123,50,59.87,1,2993.5,2003-05-20,Shipped,2,5,2003,France,Classic Cars,Atelier Graphique,59.87,156
10137,26,49.81,1,1295.06,2003-07-10,Shipped,3,7,2003,France,Classic Cars,Reims Collectables,49.809999999999995,138
10148,47,56.85,8,2671.95,2003-09-11,Shipped,3,9,2003,Australia,Classic Cars,"Anna'S Decorations, Ltd",56.849999999999994,430
10161,23,53.33,7,1226.59,2003-10-17,Shipped,4,10,2003,Denmark,Classic Cars,Heintze Collectables,53.33,358
10172,34,42.76,5,1453.84,2003-11-05,Shipped,4,11,2003,Usa,Classic Cars,Gift Depot Inc.,42.76,263
10181,34,53.83,1,1830.22,2003-11-12,Shipped,4,11,2003,Norway,Classic Cars,Herkku Gifts,53.83,522
10192,47,53.83,6,2530.01,2003-11-20,Shipped,4,11,2003,Usa,Classic Cars,Online Diecast Creations Co.,53.830000000000005,585
10204,45,49.81,12,2241.45,2003-12-02,Shipped,4,12,2003,Usa,Classic Cars,Muscle Machine Inc,49.809999999999995,619
10212,45,53.33,5,2399.85,2004-01-16,Shipped,1,1,2004,Spain,Classic Cars,Euro Shopping Channel,53.33,612
10226,36,43.27,3,1557.72,2004-02-26,Shipped,1,2,2004,Usa,Classic Cars,Collectable Mini Designs Co.,43.27,237
10241,21,40.25,10,845.25,2004-04-13,Shipped,2,4,2004,France,Classic Cars,Mini Caravy,40.25,382
10266,28,48.3,1,1352.4,2004-07-06,Shipped,3,7,2004,Italy,Classic Cars,L'Ordine Souveniers,48.300000000000004,495
10278,35,45.28,1,1584.8,2004-08-06,Shipped,3,8,2004,Usa,Classic Cars,Signal Gift Stores,45.28,318
10288,50,52.32,13,2616.0,2004-09-01,Shipped,3,9,2004,Singapore,Classic Cars,Handji Gifts& Co,52.32,475
10301,22,51.32,3,1129.04,2003-10-05,Shipped,4,10,2003,Norway,Classic Cars,"Norway Gifts By Mail, Co.",51.32,369
10311,45,49.3,8,2218.5,2004-10-16,Shipped,4,10,2004,Spain,Classic Cars,Euro Shopping Channel,49.3,383
10321,48,42.26,5,2028.48,2004-11-04,Shipped,4,11,2004,Usa,Classic Cars,Fungiftideas.Com,42.26,490
10332,20,87.96,5,1759.2,2004-11-17,Shipped,4,11,2004,Uk,Classic Cars,"Av Stores, Co.",87.96000000000001,621
10343,27,36.21,6,977.67,2004-11-24,Shipped,4,11,2004,France,Classic Cars,Reims Collectables,36.21,191
10367,38,38.5,11,1463.0,2005-01-12,Resolved,1,1,2005,Usa,Classic Cars,Toys4Grownups.Com,38.5,469
10379,32,100.0,3,3970.56,2005-02-10,Shipped,1,2,2005,Spain,Classic Cars,Euro Shopping Channel,124.08,159
10407,64,40.25,10,2576.0,2005-04-22,On Hold,2,4,2005,Usa,Classic Cars,The Sharp Gifts Warehouse,40.25,571
10420,37,60.37,13,2233.69,2005-05-29,In Process,2,5,2005,Australia,Classic Cars,Souveniers And Things Co.,60.370000000000005,532
10106,28,88.63,4,2481.64,2003-02-17,Shipped,1,2,2003,Italy,Planes,Rovelli Gifts,88.63,675
10120,39,100.0,10,4651.53,2003-04-29,Shipped,2,4,2003,Australia,Planes,"Australian Collectors, Co.",119.27,525
10133,41,94.1,5,3858.1,2003-06-27,Shipped,2,6,2003,Spain,Planes,Euro Shopping Channel,94.1,286
10145,40,87.54,16,3501.6,2003-08-25,Shipped,3,8,2003,Usa,Planes,Toys4Grownups.Com,87.53999999999999,563
10168,49,100.0,11,6433.7,2003-10-28,Shipped,4,10,2003,Usa,Planes,Technics Stores Inc.,131.29999999999998,642
10210,27,98.48,9,2658.96,2004-01-12,Shipped,1,1,2004,Japan,Planes,Osaka Souveniers Co.,98.48,577
